suite,config,task_name,status,reward,language,difficulty,category,sdlc_phase,repo,mcp_benefit_score,context_complexity,cross_file_deps,n_input_tokens,n_output_tokens,n_cache_tokens,cache_read_tokens,total_cost_usd,agent_task_seconds,wall_clock_seconds,env_setup_seconds
ccb_dibench,sourcegraph_base,dibench-js-eslint-markdown,passed,1.0,javascript,medium,dependency_inference,Implementation (feature),eslint/markdown,0.74,0.65,0.75,5169364,720,5169269,,,273.3,330.4,2.1
ccb_dibench,sourcegraph_base,dibench-js-motdotla-dotenv-expand,passed,1.0,javascript,medium,dependency_inference,Implementation (feature),motdotla/dotenv-expand,0.7,0.55,0.7,1382066,288,1382028,,,144.5,197.7,1.2
ccb_dibench,sourcegraph_base,dibench-python-inducer-cgen,failed,0.0,python,medium,dependency_inference,Implementation (feature),inducer/cgen,0.72,0.6,0.7,2101350,412,2101304,,,131.5,180.5,9.1
ccb_dibench,sourcegraph_base,dibench-python-rhinosec-iamactionhunter,failed,0.0,python,medium,dependency_inference,Implementation (feature),RhinoSecurityLabs/IAMActionHunter,0.74,0.65,0.75,1470271,534,1470227,,,137.9,183.7,9.1
ccb_dibench,sourcegraph_base,dibench-rust-mitsuhiko-similar-asserts,passed,1.0,rust,medium,dependency_inference,Implementation (feature),mitsuhiko/similar-asserts,0.73,0.6,0.75,2856397,571,2856333,,,193.0,284.0,57.1
ccb_dibench,sourcegraph_base,dibench-rust-rusticata-pcap-parser,passed,1.0,rust,medium,dependency_inference,Implementation (feature),rusticata/pcap-parser,0.73,0.6,0.75,2827768,412,2827709,,,236.9,328.9,57.0
ccb_dibench,sourcegraph_full,dibench-csharp-dotnetkoans,failed,0.0,csharp,medium,dependency_inference,Implementation (feature),DotNetKoans/DotNetKoans,0.73,0.6,0.75,2819930,490,2819866,,,183.7,214.6,1.4
ccb_dibench,sourcegraph_full,dibench-csharp-irongut-codecoveragesummary,failed,0.0,csharp,medium,dependency_inference,Implementation (feature),irongut/CodeCoverageSummary,0.72,0.6,0.7,865830,252,865803,,,56.9,89.0,1.8
ccb_dibench,sourcegraph_full,dibench-js-eslint-markdown,passed,1.0,javascript,medium,dependency_inference,Implementation (feature),eslint/markdown,0.74,0.65,0.75,2995558,326,2995492,,,199.6,240.8,1.0
ccb_dibench,sourcegraph_full,dibench-js-motdotla-dotenv-expand,passed,1.0,javascript,medium,dependency_inference,Implementation (feature),motdotla/dotenv-expand,0.7,0.55,0.7,1205553,168,1205521,,,115.9,155.6,1.0
ccb_dibench,sourcegraph_full,dibench-python-inducer-cgen,failed,0.0,python,medium,dependency_inference,Implementation (feature),inducer/cgen,0.72,0.6,0.7,1375720,264,1375684,,,99.8,131.3,0.7
ccb_dibench,sourcegraph_full,dibench-python-rhinosec-iamactionhunter,failed,0.0,python,medium,dependency_inference,Implementation (feature),RhinoSecurityLabs/IAMActionHunter,0.74,0.65,0.75,1600122,571,1600079,,,131.3,165.6,0.7
ccb_dibench,sourcegraph_full,dibench-rust-mitsuhiko-similar-asserts,passed,1.0,rust,medium,dependency_inference,Implementation (feature),mitsuhiko/similar-asserts,0.73,0.6,0.75,2446219,549,2446165,,,181.3,218.4,1.4
ccb_dibench,sourcegraph_full,dibench-rust-rusticata-pcap-parser,passed,1.0,rust,medium,dependency_inference,Implementation (feature),rusticata/pcap-parser,0.73,0.6,0.75,1600228,244,1600192,,,114.7,150.0,1.3
ccb_k8sdocs,baseline,apiserver-doc-001,errored,0.0,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,,,,,,154.8,299.2,1.9
ccb_k8sdocs,baseline,applyconfig-doc-001,errored,0.0,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,,,,,,332.7,476.8,1.4
ccb_k8sdocs,baseline,client-go-doc-001,passed,1.0,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,1418580,269,1418535,,,150.8,359.0,6.4
ccb_k8sdocs,baseline,fairqueuing-doc-001,errored,0.0,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,,,,,,227.1,331.4,0.9
ccb_k8sdocs,baseline,pkg-doc-001,passed,0.9,go,medium,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,776945,241,776916,,,106.6,241.0,1.3
ccb_k8sdocs,sourcegraph_base,apiserver-doc-001,passed,0.9,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,1326472,335,1326439,,,92.3,288.3,1.0
ccb_k8sdocs,sourcegraph_base,applyconfig-doc-001,passed,0.9,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,2431527,390,2431481,,,138.5,292.1,1.8
ccb_k8sdocs,sourcegraph_base,client-go-doc-001,passed,1.0,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,1653079,505,1653039,,,127.8,320.5,1.1
ccb_k8sdocs,sourcegraph_base,fairqueuing-doc-001,passed,0.9,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,1646221,265,1646189,,,105.7,240.7,1.4
ccb_k8sdocs,sourcegraph_base,pkg-doc-001,passed,0.9,go,medium,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,1159796,85,1159764,,,85.5,251.0,2.0
ccb_k8sdocs,sourcegraph_full,apiserver-doc-001,passed,0.9,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,1545952,482,1545917,,,121.4,262.2,1.7
ccb_k8sdocs,sourcegraph_full,applyconfig-doc-001,passed,0.9,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,2057978,261,2057942,,,135.0,293.6,1.1
ccb_k8sdocs,sourcegraph_full,client-go-doc-001,passed,1.0,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,1760679,399,1760638,,,139.2,280.7,1.7
ccb_k8sdocs,sourcegraph_full,fairqueuing-doc-001,passed,0.9,go,hard,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,1795578,243,1795545,,,234.9,371.5,1.1
ccb_k8sdocs,sourcegraph_full,pkg-doc-001,passed,0.9,go,medium,package-documentation,Documentation,sg-benchmarks/kubernetes--stripped,0.515,0.6,0.3,1885608,360,1885568,,,378.2,526.3,1.2
ccb_largerepo,baseline,big-code-k8s-001,failed,0.0,go,hard,big_code_feature,Implementation (feature),kubernetes/kubernetes,0.895,0.95,0.8,6066551,633,6066325,,,817.8,2405.1,520.3
ccb_largerepo,baseline,big-code-servo-001,failed,0.0,rust,hard,big_code_feature,Implementation (feature),servo/servo,0.895,0.95,0.8,7077709,23484,,6981847,5.0586294999999994,1735.8,6868.5,3073.1
ccb_largerepo,baseline,big-code-trt-001,passed,1.0,"python,cpp",hard,big_code_feature,Implementation (feature),NVIDIA/TensorRT-LLM,0.895,0.95,0.8,21553893,1433,21553716,,,669.1,1151.2,288.4
ccb_largerepo,baseline,big-code-vsc-001,failed,0.0,typescript,hard,big_code_feature,Implementation (feature),microsoft/vscode,0.895,0.95,0.8,5007569,13910,,4918793,3.6465488,766.0,1188.8,188.5
ccb_largerepo,sourcegraph_base,big-code-k8s-001,failed,0.0,go,hard,big_code_feature,Implementation (feature),kubernetes/kubernetes,0.895,0.95,0.8,10247831,931,10247829,,,702.7,1012.4,1.9
ccb_largerepo,sourcegraph_base,big-code-servo-001,failed,0.0,rust,hard,big_code_feature,Implementation (feature),servo/servo,0.895,0.95,0.8,11733867,969,11733865,,,1092.6,2642.5,0.9
ccb_largerepo,sourcegraph_base,big-code-trt-001,passed,1.0,"python,cpp",hard,big_code_feature,Implementation (feature),NVIDIA/TensorRT-LLM,0.895,0.95,0.8,16429427,1386,16429423,,,495.4,681.0,1.0
ccb_largerepo,sourcegraph_base,big-code-vsc-001,failed,0.0,typescript,hard,big_code_feature,Implementation (feature),microsoft/vscode,0.895,0.95,0.8,6764544,733,6764542,,,234.2,413.3,1.0
ccb_largerepo,sourcegraph_full,big-code-k8s-001,passed,0.7,go,hard,big_code_feature,Implementation (feature),kubernetes/kubernetes,0.895,0.95,0.8,4494975,19958,,4435167,3.2687175000000006,1988.1,4013.6,598.2
ccb_largerepo,sourcegraph_full,big-code-servo-001,failed,0.0,rust,hard,big_code_feature,Implementation (feature),servo/servo,0.895,0.95,0.8,5575352,18697,,5492696,4.286333450000002,4613.5,7790.5,1109.4
ccb_largerepo,sourcegraph_full,big-code-trt-001,passed,1.0,"python,cpp",hard,big_code_feature,Implementation (feature),NVIDIA/TensorRT-LLM,0.895,0.95,0.8,26021475,1751,26021243,,,1264.6,2171.6,522.9
ccb_largerepo,sourcegraph_full,big-code-vsc-001,failed,0.0,typescript,hard,big_code_feature,Implementation (feature),microsoft/vscode,0.895,0.95,0.8,6385336,17835,,6296081,4.8637491,1122.1,1750.3,215.1
ccb_linuxflbench,baseline,lfl-acpi-207835,passed,1.0,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.92,0.95,0.9,641223,267,641221,,,176.4,578.3,0.5
ccb_linuxflbench,baseline,lfl-nfs-117651,passed,0.3,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.94,0.95,0.95,5211593,757,5211293,,,360.2,662.6,3.3
ccb_linuxflbench,baseline,lfl-sata-203475,passed,1.0,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.88,0.9,0.85,512910,220,512908,,,129.7,474.3,1.7
ccb_linuxflbench,baseline,lfl-sound-53441,passed,1.0,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.89,0.9,0.85,3253013,477,3253011,,,334.6,597.4,0.8
ccb_linuxflbench,baseline,lfl-wifi-206661,passed,1.0,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.9,0.9,0.88,750497,237,750495,,,161.8,529.7,0.9
ccb_linuxflbench,sourcegraph_base,lfl-acpi-207835,passed,1.0,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.92,0.95,0.9,853784,336,853760,,,192.6,839.3,1.0
ccb_linuxflbench,sourcegraph_base,lfl-nfs-117651,passed,0.7,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.94,0.95,0.95,6418903,1090,6417811,,,484.2,1421.9,5.4
ccb_linuxflbench,sourcegraph_base,lfl-sata-203475,passed,1.0,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.88,0.9,0.85,907830,198,907803,,,174.5,1525.7,331.2
ccb_linuxflbench,sourcegraph_base,lfl-sound-53441,passed,0.7,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.89,0.9,0.85,1265598,492,1265563,,,127.0,627.1,65.7
ccb_linuxflbench,sourcegraph_base,lfl-wifi-206661,passed,0.7,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.9,0.9,0.88,1077030,152,1076998,,,684.3,2768.7,242.0
ccb_linuxflbench,sourcegraph_full,lfl-acpi-207835,passed,1.0,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.92,0.95,0.9,1022028,220,1022003,,,142.6,438.2,0.5
ccb_linuxflbench,sourcegraph_full,lfl-nfs-117651,passed,0.7,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.94,0.95,0.95,6179278,649,6179178,,,465.1,611.1,0.6
ccb_linuxflbench,sourcegraph_full,lfl-sata-203475,passed,1.0,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.88,0.9,0.85,681280,110,681258,,,97.5,269.9,0.6
ccb_linuxflbench,sourcegraph_full,lfl-sound-53441,passed,1.0,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.89,0.9,0.85,3913508,649,3913430,,,295.4,419.5,0.6
ccb_linuxflbench,sourcegraph_full,lfl-wifi-206661,passed,0.7,c,expert,fault_localization,Implementation (bug fix),torvalds/linux,0.9,0.9,0.88,1285652,317,1285620,,,143.9,333.5,0.7
ccb_locobench,baseline,c_api_graphql_expert_079_architectural_understanding_expert_01,passed,0.5073,c,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2963291,591,2963289,,,241.8,291.2,24.1
ccb_locobench,baseline,c_api_graphql_expert_079_cross_file_refactoring_expert_01,passed,0.4453,c,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,3178103,298,3178101,,,246.4,271.8,0.9
ccb_locobench,baseline,c_api_microservice_expert_080_architectural_understanding_expert_01,passed,0.4655,c,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,4211784,604,4211782,,,200.7,248.5,23.7
ccb_locobench,baseline,c_api_microservice_expert_080_cross_file_refactoring_expert_01,passed,0.6527,c,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,1677646,15125,,1616854,1.7338942500000005,313.4,339.1,0.7
ccb_locobench,baseline,c_blockchain_nft_expert_071_architectural_understanding_expert_01,passed,0.5214,c,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2182891,476,2182885,,,183.7,244.9,32.3
ccb_locobench,baseline,c_blockchain_nft_expert_071_bug_investigation_expert_01,passed,0.4166,c,expert,bug_investigation,Implementation (bug fix),,0.865,1.0,1.0,3787940,211,3787938,,,175.4,200.3,0.8
ccb_locobench,baseline,c_blockchain_nft_expert_071_cross_file_refactoring_expert_01,passed,0.4704,c,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,2074095,22255,,1974811,2.35103445,379.5,405.5,0.9
ccb_locobench,baseline,cpp_web_blog_expert_040_cross_file_refactoring_expert_01,passed,0.4268,cpp,expert,cross_file_refactoring,Implementation (refactoring),,0.9088,0.975,1.0,3277197,495,3277195,,,252.2,301.5,23.3
ccb_locobench,baseline,csharp_data_warehouse_expert_012_architectural_understanding_expert_01,passed,0.5457,csharp,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,1339755,14006,,1216486,2.0225294,424.6,453.0,0.8
ccb_locobench,baseline,csharp_data_warehouse_expert_012_bug_investigation_expert_01,passed,0.4717,csharp,expert,bug_investigation,Implementation (bug fix),,0.865,1.0,1.0,1253413,11517,,1196816,1.4093097000000003,308.4,335.1,0.6
ccb_locobench,baseline,csharp_data_warehouse_expert_012_cross_file_refactoring_expert_01,passed,0.4767,csharp,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,6484275,988,6484273,,,307.0,333.0,0.9
ccb_locobench,baseline,python_data_streaming_expert_085_architectural_understanding_expert_01,passed,0.4656,python,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,506509,23,506505,,,156.7,204.1,23.4
ccb_locobench,baseline,python_data_streaming_expert_085_cross_file_refactoring_expert_01,passed,0.4631,python,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,3774284,21445,,3702846,3.01755225,406.9,464.3,34.4
ccb_locobench,baseline,python_desktop_development_expert_021_architectural_understanding_expert_01,failed,0.0,python,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,4402096,31039,,4164236,4.96077005,1127.8,1173.7,21.1
ccb_locobench,baseline,python_desktop_development_expert_021_cross_file_refactoring_expert_01,passed,0.5124,python,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,6635694,924,6635692,,,474.3,500.2,0.9
ccb_locobench,baseline,python_game_engine_expert_032_architectural_understanding_expert_01,passed,0.4752,python,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,1899194,343,1899192,,,217.6,267.3,23.9
ccb_locobench,baseline,python_game_engine_expert_032_cross_file_refactoring_expert_01,passed,0.5659,python,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,15897821,1626,15897814,,,639.0,667.4,0.9
ccb_locobench,baseline,rust_api_microservice_expert_008_architectural_understanding_expert_01,passed,0.4693,rust,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2277892,312,2277302,,,211.1,259.5,24.2
ccb_locobench,baseline,rust_api_microservice_expert_008_cross_file_refactoring_expert_01,failed,0.0,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,2113424,23002,,1952774,29.353471500000026,783.3,873.7,67.4
ccb_locobench,baseline,rust_data_streaming_expert_013_architectural_understanding_expert_01,passed,0.5657,rust,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,3708211,300,3708209,,,182.3,230.4,22.4
ccb_locobench,baseline,rust_data_streaming_expert_013_cross_file_refactoring_expert_01,passed,0.4534,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,5947797,632,5947795,,,585.7,612.0,0.8
ccb_locobench,baseline,rust_ml_computer_vision_expert_054_cross_file_refactoring_expert_01,passed,0.4403,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,2663407,456,2663405,,,247.1,294.9,22.8
ccb_locobench,baseline,rust_web_social_expert_073_bug_investigation_expert_01,passed,0.478,rust,expert,bug_investigation,Implementation (bug fix),,0.865,1.0,1.0,4917187,11873,,4804165,4.0149449,576.8,626.3,23.6
ccb_locobench,baseline,rust_web_social_expert_073_cross_file_refactoring_expert_01,passed,0.4397,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,4346410,482,4346402,,,555.7,582.1,1.0
ccb_locobench,baseline,typescript_system_monitoring_expert_061_cross_file_refactoring_expert_01,passed,0.496,typescript,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,15458024,1578,15457962,,,975.1,1037.2,35.5
ccb_locobench,sourcegraph_base,c_api_graphql_expert_079_architectural_understanding_expert_01,passed,0.626,c,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,4404366,678,4404305,,,259.7,299.1,2.0
ccb_locobench,sourcegraph_base,c_api_graphql_expert_079_cross_file_refactoring_expert_01,passed,0.5744,c,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,4432344,306,4432285,,,275.5,310.5,0.8
ccb_locobench,sourcegraph_base,c_api_microservice_expert_080_architectural_understanding_expert_01,passed,0.4711,c,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,3988746,345,3988744,,,182.6,718.8,494.8
ccb_locobench,sourcegraph_base,c_api_microservice_expert_080_cross_file_refactoring_expert_01,passed,0.7283,c,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,5619662,612,5619660,,,328.9,392.6,13.3
ccb_locobench,sourcegraph_base,c_blockchain_nft_expert_071_architectural_understanding_expert_01,passed,0.4881,c,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2654566,427,2654564,,,200.6,316.5,65.6
ccb_locobench,sourcegraph_base,c_blockchain_nft_expert_071_bug_investigation_expert_01,passed,0.4419,c,expert,bug_investigation,Implementation (bug fix),,0.865,1.0,1.0,5214806,416,5214804,,,226.4,297.6,10.3
ccb_locobench,sourcegraph_base,c_blockchain_nft_expert_071_cross_file_refactoring_expert_01,passed,0.4691,c,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,2580738,537,2580736,,,306.7,361.0,7.6
ccb_locobench,sourcegraph_base,cpp_web_blog_expert_040_cross_file_refactoring_expert_01,passed,0.4378,cpp,expert,cross_file_refactoring,Implementation (refactoring),,0.9088,0.975,1.0,4669181,609,4669173,,,299.9,356.1,3.2
ccb_locobench,sourcegraph_base,csharp_data_warehouse_expert_012_architectural_understanding_expert_01,passed,0.5643,csharp,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,3589509,266,3589459,,,235.8,276.1,1.0
ccb_locobench,sourcegraph_base,csharp_data_warehouse_expert_012_bug_investigation_expert_01,passed,0.4618,csharp,expert,bug_investigation,Implementation (bug fix),,0.865,1.0,1.0,6989124,1149,6989012,,,377.3,412.9,0.7
ccb_locobench,sourcegraph_base,csharp_data_warehouse_expert_012_cross_file_refactoring_expert_01,passed,0.4889,csharp,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,3062542,766,3062540,,,205.2,262.7,6.4
ccb_locobench,sourcegraph_base,python_data_streaming_expert_085_architectural_understanding_expert_01,passed,0.4711,python,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2149510,546,2149467,,,203.6,237.9,0.8
ccb_locobench,sourcegraph_base,python_data_streaming_expert_085_cross_file_refactoring_expert_01,passed,0.4686,python,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,7850283,811,7850281,,,595.4,640.1,7.6
ccb_locobench,sourcegraph_base,python_desktop_development_expert_021_architectural_understanding_expert_01,passed,0.5417,python,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,13858866,1375,13858718,,,503.5,538.2,1.0
ccb_locobench,sourcegraph_base,python_desktop_development_expert_021_cross_file_refactoring_expert_01,passed,0.53,python,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,9631469,1310,9631459,,,570.5,610.6,2.7
ccb_locobench,sourcegraph_base,python_game_engine_expert_032_architectural_understanding_expert_01,passed,0.4706,python,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2160990,381,2160988,,,203.9,277.5,3.6
ccb_locobench,sourcegraph_base,python_game_engine_expert_032_cross_file_refactoring_expert_01,passed,0.5401,python,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,3599173,381,3599171,,,226.8,281.5,16.5
ccb_locobench,sourcegraph_base,rust_api_microservice_expert_008_architectural_understanding_expert_01,passed,0.465,rust,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2268611,272,2268573,,,177.2,209.6,0.7
ccb_locobench,sourcegraph_base,rust_api_microservice_expert_008_cross_file_refactoring_expert_01,passed,0.6565,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,3683988,348,3683984,,,253.0,289.9,1.5
ccb_locobench,sourcegraph_base,rust_data_streaming_expert_013_architectural_understanding_expert_01,passed,0.4934,rust,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2628256,398,2628254,,,181.4,219.2,2.3
ccb_locobench,sourcegraph_base,rust_data_streaming_expert_013_cross_file_refactoring_expert_01,passed,0.4485,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,7575855,487,7575837,,,582.3,624.9,0.8
ccb_locobench,sourcegraph_base,rust_ml_computer_vision_expert_054_cross_file_refactoring_expert_01,passed,0.4597,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,7834259,899,7834255,,,470.8,506.3,0.9
ccb_locobench,sourcegraph_base,rust_web_social_expert_073_bug_investigation_expert_01,passed,0.4783,rust,expert,bug_investigation,Implementation (bug fix),,0.865,1.0,1.0,14053625,1200,14053550,,,366.9,404.6,1.0
ccb_locobench,sourcegraph_base,rust_web_social_expert_073_cross_file_refactoring_expert_01,passed,0.4373,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,3510609,313,3510599,,,227.3,259.9,1.7
ccb_locobench,sourcegraph_base,typescript_system_monitoring_expert_061_cross_file_refactoring_expert_01,passed,0.5558,typescript,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,4578864,503,4578862,,,323.9,360.5,2.9
ccb_locobench,sourcegraph_full,c_api_graphql_expert_079_architectural_understanding_expert_01,passed,0.5547,c,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,3459286,623,3459237,,,250.8,596.2,285.5
ccb_locobench,sourcegraph_full,c_api_graphql_expert_079_cross_file_refactoring_expert_01,passed,0.5252,c,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,16581839,62373,,16017476,27.750314249999995,3473.5,3819.9,283.0
ccb_locobench,sourcegraph_full,c_api_microservice_expert_080_architectural_understanding_expert_01,passed,0.4565,c,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,1754518,11760,,1669008,2.1720778500000004,349.1,672.6,243.4
ccb_locobench,sourcegraph_full,c_api_microservice_expert_080_cross_file_refactoring_expert_01,passed,0.3289,c,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,14290230,62092,,14072432,28.876978249999972,2061.6,2379.2,242.7
ccb_locobench,sourcegraph_full,c_blockchain_nft_expert_071_architectural_understanding_expert_01,passed,0.5265,c,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2634408,491,2634360,,,222.0,566.1,272.8
ccb_locobench,sourcegraph_full,c_blockchain_nft_expert_071_bug_investigation_expert_01,passed,0.4575,c,expert,bug_investigation,Implementation (bug fix),,0.865,1.0,1.0,4838572,378,4838509,,,256.1,589.4,271.6
ccb_locobench,sourcegraph_full,c_blockchain_nft_expert_071_cross_file_refactoring_expert_01,passed,0.4636,c,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,14412270,37135,,13919107,16.975469750000002,1256.4,1580.3,269.0
ccb_locobench,sourcegraph_full,cpp_web_blog_expert_040_cross_file_refactoring_expert_01,passed,0.4648,cpp,expert,cross_file_refactoring,Implementation (refactoring),,0.9088,0.975,1.0,6276939,648,6276855,,,365.2,693.5,269.4
ccb_locobench,sourcegraph_full,csharp_data_warehouse_expert_012_architectural_understanding_expert_01,passed,0.6484,csharp,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,6572774,518,6572689,,,340.0,857.4,446.1
ccb_locobench,sourcegraph_full,csharp_data_warehouse_expert_012_bug_investigation_expert_01,passed,0.4843,csharp,expert,bug_investigation,Implementation (bug fix),,0.865,1.0,1.0,6439028,723,6438934,,,281.5,832.7,429.9
ccb_locobench,sourcegraph_full,csharp_data_warehouse_expert_012_cross_file_refactoring_expert_01,passed,0.4918,csharp,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,4825324,20869,,4752727,3.7386257,474.6,1001.8,417.8
ccb_locobench,sourcegraph_full,python_data_streaming_expert_085_architectural_understanding_expert_01,passed,0.4592,python,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,1859184,421,1859147,,,225.4,569.2,257.4
ccb_locobench,sourcegraph_full,python_data_streaming_expert_085_cross_file_refactoring_expert_01,passed,0.4554,python,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,8832872,524,8832765,,,392.0,695.7,225.6
ccb_locobench,sourcegraph_full,python_desktop_development_expert_021_architectural_understanding_expert_01,passed,0.5631,python,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,10767294,49452,,10518140,8.222407250000002,1259.0,1461.4,109.1
ccb_locobench,sourcegraph_full,python_desktop_development_expert_021_cross_file_refactoring_expert_01,passed,0.5659,python,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,7913630,31365,,7686990,6.1814822,603.1,816.1,123.5
ccb_locobench,sourcegraph_full,python_game_engine_expert_032_architectural_understanding_expert_01,passed,0.5226,python,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2340527,601,2340484,,,261.3,435.1,103.8
ccb_locobench,sourcegraph_full,python_game_engine_expert_032_cross_file_refactoring_expert_01,passed,0.6475,python,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,6834717,16280,,6729893,5.273858750000001,512.8,695.0,104.6
ccb_locobench,sourcegraph_full,rust_api_microservice_expert_008_architectural_understanding_expert_01,passed,0.5147,rust,expert,architectural_understanding,Architecture & Design,,0.94,1.0,1.0,2845978,297,2845935,,,206.6,364.1,77.3
ccb_locobench,sourcegraph_full,rust_api_microservice_expert_008_cross_file_refactoring_expert_01,passed,0.5013,rust,expert,cross_file_refactoring,Implementation (refactoring),,0.915,1.0,1.0,4611100,32887,,4322925,35.753547749999996,2048.3,2201.7,65.7
